photos,class,class instances,xmid,ymid,xmin,ymin,xmax,ymax,iwidth,iheight,valid
G0013840_10,table,2,157.0,26.5,107.0,1.0,207.0,52.0,512.0,512.0,True
G0013840_10,container,3,52.0,40.5,38.0,26.0,66.0,55.0,512.0,512.0,True
G0013864_16,trash bin,1,419.0,404.0,386.0,363.0,452.0,445.0,512.0,512.0,False
G0024057_9,container,1,80.5,318.0,65.0,303.0,96.0,333.0,512.0,512.0,False
G0024057_9,container,2,16.5,396.0,6.0,384.0,27.0,408.0,512.0,512.0,False
DJI_0007_3,trash bin,1,465.5,260.0,440.0,228.0,491.0,292.0,512.0,512.0,False
DJI_0007_3,trash bin,2,494.0,265.5,476.0,233.0,512.0,298.0,512.0,512.0,False
G0036502_3,container,1,170.0,357.0,151.0,334.0,189.0,380.0,512.0,512.0,False
G0036502_3,container,2,341.0,487.5,327.0,473.0,355.0,502.0,512.0,512.0,False
G0036502_3,container,3,368.5,494.0,357.0,478.0,380.0,510.0,512.0,512.0,False
DJI_0007_6,flower pot,1,365.5,357.0,347.0,333.0,384.0,381.0,512.0,512.0,False
G0013832_6,car,1,75.5,63.5,14.0,1.0,137.0,126.0,512.0,512.0,True
G0013832_6,car,2,72.5,319.0,1.0,227.0,144.0,411.0,512.0,512.0,True
DJI_0045_24,container,1,447.5,227.5,414.0,202.0,481.0,253.0,512.0,512.0,True
DJI_0045_24,container,2,421.5,315.0,399.0,291.0,444.0,339.0,512.0,512.0,True
G0013859_13,flower pot,1,311.0,405.0,289.0,384.0,333.0,426.0,512.0,512.0,False
G0013859_13,container,2,314.0,403.5,292.0,381.0,336.0,426.0,512.0,512.0,False
G0013859_13,table,3,367.0,462.5,301.0,419.0,433.0,506.0,512.0,512.0,False
G0024060_14,car,1,420.0,382.5,328.0,304.0,512.0,461.0,512.0,512.0,False
G0024060_14,car,2,160.5,42.5,74.0,1.0,247.0,84.0,512.0,512.0,False
DJI_0312_33,flower pot,1,153.0,496.0,136.0,480.0,170.0,512.0,512.0,512.0,False
DJI_0312_33,flower pot,2,327.5,496.0,307.0,480.0,348.0,512.0,512.0,512.0,False
G0036432_2,pool,1,142.5,126.5,4.0,7.0,281.0,246.0,512.0,512.0,False
G0013831_9,flower pot,2,104.5,488.0,82.0,472.0,127.0,504.0,512.0,512.0,False
G0013831_9,container,3,104.0,486.0,86.0,469.0,122.0,503.0,512.0,512.0,False
G0013831_9,car,4,313.5,453.5,199.0,401.0,428.0,506.0,512.0,512.0,False
G0024066_6,car,1,165.0,66.5,28.0,1.0,302.0,132.0,512.0,512.0,True
G0024057_0,car,1,228.0,248.5,138.0,136.0,318.0,361.0,512.0,512.0,False
G0013863_13,container,1,353.0,118.0,338.0,101.0,368.0,135.0,512.0,512.0,False
G0024086_3,drain,1,333.5,420.5,292.0,392.0,375.0,449.0,512.0,512.0,False
G0024049_9,toy,1,450.0,222.5,422.0,173.0,478.0,272.0,512.0,512.0,True
G0024049_9,toy,2,396.0,40.0,352.0,1.0,440.0,79.0,512.0,512.0,True
G0024049_9,pool,3,353.0,192.5,213.0,1.0,493.0,384.0,512.0,512.0,True
G0024044_12,container,1,493.0,116.0,483.0,107.0,503.0,125.0,512.0,512.0,False
G0024044_12,container,2,422.5,205.5,404.0,195.0,441.0,216.0,512.0,512.0,False
G0036449_21,flower pot,1,293.0,86.0,266.0,55.0,320.0,117.0,512.0,464.0,False
G0036449_21,flower pot,2,327.0,158.5,297.0,121.0,357.0,196.0,512.0,464.0,False
G0036449_21,container,3,337.5,14.5,303.0,2.0,372.0,27.0,512.0,464.0,False
G0036449_21,porch,4,379.0,131.5,246.0,2.0,512.0,261.0,512.0,464.0,False
DJI_0320_9,clutter,1,286.0,178.0,131.0,1.0,441.0,355.0,512.0,512.0,False
DJI_0320_9,toy,2,226.5,168.0,187.0,11.0,266.0,325.0,512.0,512.0,False
DJI_0320_9,kayak,3,224.5,166.0,185.0,9.0,264.0,323.0,512.0,512.0,False
DJI_0032_31,toy,1,150.0,169.0,92.0,124.0,208.0,214.0,416.0,512.0,False
DJI_0032_31,trash bin,2,111.0,381.5,63.0,334.0,159.0,429.0,416.0,512.0,False
DJI_0032_31,toy,3,142.5,80.0,94.0,31.0,191.0,129.0,416.0,512.0,False
DJI_0032_31,container,4,321.0,141.0,292.0,117.0,350.0,165.0,416.0,512.0,False
G0024066_12,car,1,146.0,358.5,14.0,262.0,278.0,455.0,512.0,512.0,False
G0024066_12,car,2,401.5,394.5,291.0,319.0,512.0,470.0,512.0,512.0,False
G0013868_1,car,1,101.0,338.5,1.0,253.0,201.0,424.0,512.0,512.0,False
G0013868_1,car,2,356.0,414.5,220.0,317.0,492.0,512.0,512.0,512.0,False
G0036427_12,trash bin,1,20.0,14.0,3.0,1.0,37.0,27.0,512.0,512.0,True
DJI_0017_40,clutter,1,246.0,37.0,209.0,1.0,283.0,73.0,512.0,440.0,False
G0024021_16,car,2,219.5,436.5,115.0,383.0,324.0,490.0,512.0,512.0,False
G0036461_10,toy,1,244.5,228.0,195.0,199.0,294.0,257.0,512.0,512.0,False
G0013843_7,toy,2,339.0,229.5,232.0,186.0,446.0,273.0,512.0,512.0,False
G0013843_7,container,5,365.5,331.5,352.0,315.0,379.0,348.0,512.0,512.0,False
G0013843_7,chair,6,234.5,449.0,199.0,422.0,270.0,476.0,512.0,512.0,False
G0013843_7,chair,7,250.0,368.0,216.0,335.0,284.0,401.0,512.0,512.0,False
G0024062_20,trash bin,1,207.0,193.0,182.0,165.0,232.0,221.0,512.0,464.0,False
G0024062_20,trash bin,2,181.5,224.0,161.0,205.0,202.0,243.0,512.0,464.0,False
G0024062_20,trash bin,3,222.5,254.5,203.0,231.0,242.0,278.0,512.0,464.0,False
G0024062_20,container,4,202.5,193.5,179.0,167.0,226.0,220.0,512.0,464.0,False
G0024062_20,container,5,220.0,254.0,197.0,229.0,243.0,279.0,512.0,464.0,False
G0024062_20,container,6,180.5,226.0,162.0,207.0,199.0,245.0,512.0,464.0,False
DJI_0018_14,trash bin,1,447.5,342.0,412.0,298.0,483.0,386.0,512.0,512.0,True
DJI_0018_14,container,2,386.5,341.0,364.0,299.0,409.0,383.0,512.0,512.0,True
DJI_0018_14,container,3,275.0,345.5,185.0,250.0,365.0,441.0,512.0,512.0,True
G0013832_3,chair,1,359.0,45.0,318.0,21.0,400.0,69.0,512.0,512.0,False
G0013832_3,container,2,31.5,107.0,25.0,100.0,38.0,114.0,512.0,512.0,False
G0013832_3,container,3,34.0,182.5,25.0,172.0,43.0,193.0,512.0,512.0,False
G0024058_10,container,1,106.0,213.5,93.0,197.0,119.0,230.0,512.0,512.0,False
G0024058_10,container,2,146.0,203.0,135.0,193.0,157.0,213.0,512.0,512.0,False
G0024058_10,container,3,163.0,206.5,152.0,195.0,174.0,218.0,512.0,512.0,False
G0024058_10,umbrella,4,280.5,377.5,199.0,283.0,362.0,472.0,512.0,512.0,False
G0024058_10,toy,5,198.0,480.5,171.0,460.0,225.0,501.0,512.0,512.0,False
G0024058_10,table,6,376.5,220.5,341.0,186.0,412.0,255.0,512.0,512.0,False
G0024058_10,container,7,60.5,282.5,52.0,275.0,69.0,290.0,512.0,512.0,False
DJI_0015_18,flower pot,1,74.0,101.5,62.0,86.0,86.0,117.0,512.0,512.0,False
DJI_0015_18,flower pot,2,100.5,114.0,86.0,100.0,115.0,128.0,512.0,512.0,False
DJI_0015_18,flower pot,3,92.0,64.0,55.0,41.0,129.0,87.0,512.0,512.0,False
DJI_0001_18,flower pot,1,414.0,125.0,387.0,100.0,441.0,150.0,512.0,512.0,False
DJI_0037_32,porch,1,143.5,235.0,1.0,1.0,286.0,469.0,512.0,512.0,False
G0013848_9,table,1,255.5,405.0,235.0,384.0,276.0,426.0,512.0,512.0,False
G0024018_14,gutter,1,278.5,342.5,261.0,309.0,296.0,376.0,512.0,512.0,True
DJI_0037_18,trash bin,1,137.0,471.0,97.0,440.0,177.0,502.0,512.0,512.0,False
G0024026_6,flower pot,1,374.0,492.5,355.0,476.0,393.0,509.0,512.0,512.0,False
G0024026_6,chair,2,442.0,448.5,387.0,406.0,497.0,491.0,512.0,512.0,False
G0024026_6,chair,3,425.5,369.5,383.0,342.0,468.0,397.0,512.0,512.0,False
G0036474_18,container,1,318.0,61.0,299.0,41.0,337.0,81.0,512.0,464.0,True
G0036474_18,container,2,219.5,59.5,196.0,43.0,243.0,76.0,512.0,464.0,True
G0036558_1,container,1,173.5,289.5,162.0,280.0,185.0,299.0,512.0,512.0,False
G0036558_1,pot,2,276.0,302.5,256.0,285.0,296.0,320.0,512.0,512.0,False
G0013854_22,trash,1,198.5,128.5,116.0,39.0,281.0,218.0,512.0,464.0,False
G0013854_22,clutter,2,208.5,126.5,122.0,40.0,295.0,213.0,512.0,464.0,False
G0024029_2,car,1,203.0,338.0,106.0,186.0,300.0,490.0,512.0,512.0,False
G0013875_2,hose,1,371.0,206.5,335.0,172.0,407.0,241.0,512.0,512.0,False
G0024030_23,table,1,52.5,338.5,2.0,316.0,103.0,361.0,440.0,464.0,True
G0024059_6,car,1,375.5,67.0,243.0,1.0,508.0,133.0,512.0,512.0,False
G0024061_19,container,1,357.0,224.5,342.0,211.0,372.0,238.0,512.0,464.0,False
G0036459_12,container,1,339.5,29.5,322.0,14.0,357.0,45.0,512.0,512.0,True
G0024037_15,trash,1,323.5,324.0,229.0,183.0,418.0,465.0,512.0,512.0,True
G0024039_16,container,1,89.5,36.5,78.0,24.0,101.0,49.0,512.0,512.0,False
G0013877_21,pot,1,489.0,283.5,474.0,258.0,504.0,309.0,512.0,464.0,False
G0013877_21,container,2,489.5,288.0,467.0,262.0,512.0,314.0,512.0,464.0,False
G0013877_21,tarp,3,217.0,165.0,195.0,138.0,239.0,192.0,512.0,464.0,False
G0013877_21,tarp,4,406.5,344.0,374.0,306.0,439.0,382.0,512.0,464.0,False
G0024050_2,pool,1,56.5,239.5,1.0,186.0,112.0,293.0,512.0,512.0,True
DJI_0016_3,flower pot,1,68.0,86.0,42.0,54.0,94.0,118.0,512.0,512.0,False
G0013880_9,clutter,1,157.5,208.0,7.0,63.0,308.0,353.0,512.0,512.0,False
G0024084_10,table,1,311.0,89.0,270.0,50.0,352.0,128.0,512.0,512.0,False
G0024084_10,chair,2,408.0,109.5,379.0,84.0,437.0,135.0,512.0,512.0,False
G0024084_10,table,3,438.5,114.5,429.0,99.0,448.0,130.0,512.0,512.0,False
G0024084_10,container,4,460.5,110.0,450.0,97.0,471.0,123.0,512.0,512.0,False
G0024031_11,basketball,1,103.5,330.5,23.0,241.0,184.0,420.0,440.0,512.0,True
G0013882_14,container,2,191.0,220.5,167.0,197.0,215.0,244.0,512.0,512.0,False
DJI_0297_23,container,1,390.5,390.5,366.0,364.0,415.0,417.0,416.0,512.0,True
DJI_0309_9,container,1,109.0,463.5,82.0,428.0,136.0,499.0,512.0,512.0,False
DJI_0309_9,flower pot,2,376.5,396.5,346.0,362.0,407.0,431.0,512.0,512.0,False
G0024061_14,container,1,221.5,390.5,203.0,366.0,240.0,415.0,512.0,512.0,False
G0024061_14,container,2,198.0,416.0,178.0,395.0,218.0,437.0,512.0,512.0,False
G0024061_14,container,3,234.5,450.5,215.0,428.0,254.0,473.0,512.0,512.0,False
G0024061_14,trash bin,4,221.5,392.0,198.0,374.0,245.0,410.0,512.0,512.0,False
G0024061_14,trash bin,5,198.0,419.5,178.0,402.0,218.0,437.0,512.0,512.0,False
G0024061_14,trash bin,6,239.0,453.5,215.0,430.0,263.0,477.0,512.0,512.0,False
G0013834_12,container,1,459.5,68.0,440.0,50.0,479.0,86.0,512.0,512.0,False
G0013834_12,container,2,484.0,61.0,472.0,50.0,496.0,72.0,512.0,512.0,False
G0013834_12,container,3,493.0,71.5,483.0,59.0,503.0,84.0,512.0,512.0,False
G0013834_12,car,4,206.0,45.5,65.0,1.0,347.0,90.0,512.0,512.0,False
G0024075_15,car,1,242.0,59.5,99.0,1.0,385.0,118.0,512.0,512.0,False
DJI_0312_3,trash bin,1,190.0,189.5,146.0,142.0,234.0,237.0,512.0,512.0,False
DJI_0312_3,trash bin,2,425.0,486.0,397.0,460.0,453.0,512.0,512.0,512.0,False
DJI_0312_3,container,3,371.5,485.5,345.0,459.0,398.0,512.0,512.0,512.0,False
DJI_0009_12,clutter,1,258.5,121.5,182.0,51.0,335.0,192.0,512.0,512.0,False
DJI_0009_12,container,2,280.5,139.0,265.0,123.0,296.0,155.0,512.0,512.0,False
DJI_0009_12,trash bin,3,387.0,75.5,358.0,50.0,416.0,101.0,512.0,512.0,False
DJI_0324_9,flower pot,1,107.5,461.0,74.0,428.0,141.0,494.0,512.0,512.0,False
DJI_0324_9,porch,2,83.0,294.0,1.0,76.0,165.0,512.0,512.0,512.0,False
G0013842_8,porch,1,153.0,255.0,37.0,1.0,269.0,509.0,512.0,512.0,False
G0036458_17,container,1,322.5,234.5,301.0,220.0,344.0,249.0,440.0,512.0,False
DJI_0307_38,container,1,383.0,400.0,366.0,375.0,400.0,425.0,512.0,512.0,True
G0024074_22,car,1,305.5,90.5,160.0,1.0,451.0,180.0,512.0,464.0,False
DJI_0009_9,toy,1,60.0,175.0,43.0,163.0,77.0,187.0,512.0,512.0,False
DJI_0009_9,toy,2,331.0,262.0,309.0,242.0,353.0,282.0,512.0,512.0,False
DJI_0009_9,toy,3,18.5,50.0,2.0,32.0,35.0,68.0,512.0,512.0,False
DJI_0009_9,toy,4,20.5,106.0,1.0,86.0,40.0,126.0,512.0,512.0,False
DJI_0009_9,toy,5,105.0,134.5,86.0,121.0,124.0,148.0,512.0,512.0,False
DJI_0320_20,container,1,317.5,459.0,299.0,439.0,336.0,479.0,512.0,512.0,True
DJI_0320_20,container,2,442.0,318.5,408.0,290.0,476.0,347.0,512.0,512.0,True
DJI_0320_20,container,3,469.5,448.0,449.0,435.0,490.0,461.0,512.0,512.0,True
DJI_0320_20,container,4,230.0,102.0,199.0,79.0,261.0,125.0,512.0,512.0,True
DJI_0320_20,gutter,5,144.0,488.0,111.0,465.0,177.0,511.0,512.0,512.0,True
G0024077_10,tarp,1,183.5,308.0,148.0,277.0,219.0,339.0,512.0,512.0,False
G0013848_1,trash bin,1,344.5,278.5,322.0,258.0,367.0,299.0,512.0,512.0,False
G0013848_1,container,2,347.5,260.0,327.0,244.0,368.0,276.0,512.0,512.0,False
G0013848_1,trash bin,3,328.5,233.0,305.0,213.0,352.0,253.0,512.0,512.0,False
G0013848_1,container,4,311.0,275.5,291.0,259.0,331.0,292.0,512.0,512.0,False
G0013848_1,porch,5,467.0,70.5,422.0,4.0,512.0,137.0,512.0,512.0,False
DJI_0026_20,tarp,2,228.0,428.0,185.0,344.0,271.0,512.0,512.0,512.0,False
DJI_0026_20,gutter,3,220.0,64.5,173.0,42.0,267.0,87.0,512.0,512.0,False
G0013863_2,car,1,344.5,282.5,196.0,186.0,493.0,379.0,512.0,512.0,False
G0013863_2,air conditioner,2,335.5,78.5,294.0,40.0,377.0,117.0,512.0,512.0,False
G0013863_2,trash bin,3,143.5,375.0,109.0,347.0,178.0,403.0,512.0,512.0,False
DJI_0324_24,flower pot,1,324.5,212.5,280.0,181.0,369.0,244.0,512.0,512.0,False
DJI_0324_24,flower pot,2,327.0,263.5,292.0,241.0,362.0,286.0,512.0,512.0,False
DJI_0324_24,flower pot,3,294.5,140.0,278.0,123.0,311.0,157.0,512.0,512.0,False
DJI_0324_24,flower pot,4,291.0,65.0,260.0,41.0,322.0,89.0,512.0,512.0,False
G0013844_6,ladder,1,105.5,159.5,1.0,77.0,210.0,242.0,512.0,512.0,False
G0013887_7,container,1,233.0,422.0,211.0,400.0,255.0,444.0,512.0,512.0,False
G0013887_7,container,2,185.0,459.5,167.0,447.0,203.0,472.0,512.0,512.0,False
G0013887_7,container,3,51.5,412.5,40.0,403.0,63.0,422.0,512.0,512.0,False
G0013887_7,container,4,354.5,474.0,325.0,449.0,384.0,499.0,512.0,512.0,False
DJI_0031_32,trash bin,1,206.0,396.0,142.0,343.0,270.0,449.0,512.0,512.0,True
G0013867_13,toy,1,59.0,25.5,33.0,1.0,85.0,50.0,512.0,512.0,False
DJI_0320_10,container,1,273.5,62.5,267.0,56.0,280.0,69.0,512.0,512.0,False
DJI_0017_1,container,1,195.5,339.5,185.0,326.0,206.0,353.0,512.0,512.0,False
DJI_0017_1,flower pot,2,401.5,371.0,373.0,332.0,430.0,410.0,512.0,512.0,False
DJI_0025_19,container,1,264.5,341.0,243.0,321.0,286.0,361.0,512.0,512.0,False
G0013858_1,chair,1,90.5,247.0,54.0,206.0,127.0,288.0,512.0,512.0,False
G0013858_1,container,2,65.0,146.5,56.0,138.0,74.0,155.0,512.0,512.0,False
G0013858_1,container,3,66.0,131.0,58.0,123.0,74.0,139.0,512.0,512.0,False
G0013858_1,chair,4,55.0,408.0,27.0,377.0,83.0,439.0,512.0,512.0,False
DJI_0312_11,flower pot,1,164.5,219.5,141.0,199.0,188.0,240.0,512.0,512.0,False
DJI_0312_11,porch,2,355.0,231.5,203.0,6.0,507.0,457.0,512.0,512.0,False
G0024018_1,porch,1,111.5,326.0,25.0,265.0,198.0,387.0,512.0,512.0,False
G0024018_1,chair,2,60.0,305.5,33.0,286.0,87.0,325.0,512.0,512.0,False
G0024018_1,chair,3,144.0,297.5,127.0,272.0,161.0,323.0,512.0,512.0,False
G0024018_1,chair,4,52.5,340.0,26.0,323.0,79.0,357.0,512.0,512.0,False
G0024018_4,trash bin,1,53.0,188.5,35.0,174.0,71.0,203.0,512.0,512.0,False
G0024018_4,trash bin,2,45.5,269.5,18.0,251.0,73.0,288.0,512.0,512.0,False
DJI_0317_22,trash bin,1,146.0,256.0,111.0,203.0,181.0,309.0,512.0,512.0,False
DJI_0317_22,container,2,191.5,246.0,168.0,222.0,215.0,270.0,512.0,512.0,False
G0013865_22,table,1,202.5,332.0,135.0,262.0,270.0,402.0,512.0,464.0,False
G0013865_22,chair,2,162.0,354.0,134.0,322.0,190.0,386.0,512.0,464.0,False
G0013865_22,chair,3,114.0,295.5,90.0,263.0,138.0,328.0,512.0,464.0,False
G0013865_22,chair,4,178.0,251.0,146.0,225.0,210.0,277.0,512.0,464.0,False
G0013865_22,chair,5,277.5,337.0,250.0,301.0,305.0,373.0,512.0,464.0,False
G0013865_22,chair,6,202.5,373.5,175.0,339.0,230.0,408.0,512.0,464.0,False
G0013865_22,chair,7,95.5,362.5,64.0,324.0,127.0,401.0,512.0,464.0,False
G0013865_22,porch,8,186.5,320.0,1.0,179.0,372.0,461.0,512.0,464.0,False
DJI_0031_22,flower pot,1,394.5,70.5,375.0,43.0,414.0,98.0,512.0,512.0,False
G0013853_2,hose,1,193.0,60.0,160.0,30.0,226.0,90.0,512.0,512.0,False
DJI_0016_2,gutter,1,47.5,379.5,28.0,295.0,67.0,464.0,512.0,512.0,False
G0013831_21,tent,1,408.0,263.5,343.0,159.0,473.0,368.0,512.0,464.0,True
G0024039_8,car,1,152.5,100.5,39.0,37.0,266.0,164.0,512.0,512.0,False
G0024039_8,car,2,474.5,395.5,439.0,279.0,510.0,512.0,512.0,512.0,False
G0024039_8,flower pot,3,103.0,331.0,96.0,325.0,110.0,337.0,512.0,512.0,False
G0024039_8,flower pot,4,121.0,339.0,115.0,333.0,127.0,345.0,512.0,512.0,False
G0024039_8,flower pot,5,275.0,361.5,268.0,357.0,282.0,366.0,512.0,512.0,False
G0024055_1,car,1,409.5,267.0,307.0,167.0,512.0,367.0,512.0,512.0,False
G0036473_9,container,1,297.5,488.0,276.0,467.0,319.0,509.0,512.0,512.0,False
G0036434_9,flower pot,1,110.0,61.0,97.0,52.0,123.0,70.0,512.0,512.0,False
G0024029_18,car,1,225.0,210.5,164.0,117.0,286.0,304.0,512.0,464.0,True
DJI_0025_8,air conditioner,1,339.5,378.0,271.0,331.0,408.0,425.0,512.0,512.0,False
G0013863_8,porch,1,162.5,249.5,12.0,39.0,313.0,460.0,512.0,512.0,True
G0013863_8,chair,2,185.0,178.5,158.0,155.0,212.0,202.0,512.0,512.0,True
G0013863_8,chair,3,246.5,162.0,217.0,132.0,276.0,192.0,512.0,512.0,True
G0013863_8,chair,4,164.0,334.5,136.0,301.0,192.0,368.0,512.0,512.0,True
G0013863_8,chair,5,209.0,287.5,188.0,261.0,230.0,314.0,512.0,512.0,True
G0013863_8,chair,6,216.5,247.5,195.0,222.0,238.0,273.0,512.0,512.0,True
G0013863_8,air conditioner,7,126.5,42.5,101.0,19.0,152.0,66.0,512.0,512.0,True
G0024030_22,umbrella,1,301.0,376.0,233.0,317.0,369.0,435.0,512.0,464.0,False
G0024035_8,container,1,230.0,281.5,224.0,275.0,236.0,288.0,512.0,512.0,False
G0024035_8,container,2,14.5,247.5,1.0,229.0,28.0,266.0,512.0,512.0,False
G0024035_8,table,3,392.0,273.5,341.0,238.0,443.0,309.0,512.0,512.0,False
G0024035_8,chair,4,458.5,220.5,431.0,186.0,486.0,255.0,512.0,512.0,False
G0024035_8,chair,5,399.5,216.0,371.0,190.0,428.0,242.0,512.0,512.0,False
G0024035_8,chair,6,360.5,220.0,332.0,192.0,389.0,248.0,512.0,512.0,False
G0024035_8,chair,7,310.0,248.0,281.0,210.0,339.0,286.0,512.0,512.0,False
G0024035_8,car,8,89.5,380.0,21.0,250.0,158.0,510.0,512.0,512.0,False
G0024085_22,table,1,428.5,341.5,388.0,298.0,469.0,385.0,512.0,464.0,False
G0036494_3,hose,1,270.0,209.0,244.0,181.0,296.0,237.0,512.0,512.0,False
G0024044_19,umbrella,1,287.0,145.5,212.0,58.0,362.0,233.0,512.0,464.0,True
G0024070_7,pool,1,172.0,410.5,7.0,309.0,337.0,512.0,512.0,512.0,False
G0036451_22,container,1,238.5,420.5,225.0,406.0,252.0,435.0,512.0,464.0,False
G0036451_22,container,2,260.5,403.5,243.0,388.0,278.0,419.0,512.0,464.0,False
DJI_0023_1,toy,1,142.5,214.0,18.0,120.0,267.0,308.0,512.0,512.0,False
DJI_0027_31,container,1,168.0,49.5,137.0,22.0,199.0,77.0,416.0,512.0,False
DJI_0027_31,flower pot,2,133.5,61.0,99.0,36.0,168.0,86.0,416.0,512.0,False
DJI_0027_31,flower pot,3,104.0,105.0,88.0,84.0,120.0,126.0,416.0,512.0,False
DJI_0027_31,container,4,167.0,118.5,155.0,109.0,179.0,128.0,416.0,512.0,False
DJI_0027_13,trash bin,1,370.0,24.5,329.0,1.0,411.0,48.0,512.0,512.0,True
G0013870_15,drain,1,376.5,390.5,323.0,355.0,430.0,426.0,512.0,512.0,False
G0013861_11,ladder,1,170.5,454.5,152.0,397.0,189.0,512.0,440.0,512.0,False
DJI_0037_41,container,1,162.0,381.5,129.0,350.0,195.0,413.0,512.0,440.0,False
G0013852_13,porch,1,268.5,337.5,79.0,163.0,458.0,512.0,512.0,512.0,False
G0013852_13,clutter,2,237.5,357.5,128.0,205.0,347.0,510.0,512.0,512.0,False
G0024062_21,container,1,151.0,218.0,132.0,193.0,170.0,243.0,512.0,464.0,False
G0024062_21,car,2,403.0,341.0,310.0,218.0,496.0,464.0,512.0,464.0,False
DJI_0292_30,container,1,91.5,418.5,75.0,399.0,108.0,438.0,512.0,512.0,False
G0024043_11,car,1,206.0,68.0,90.0,12.0,322.0,124.0,440.0,512.0,False
G0024017_8,car,1,287.5,257.5,248.0,147.0,327.0,368.0,512.0,512.0,False
DJI_0033_35,toy,1,400.0,399.5,321.0,288.0,479.0,511.0,512.0,512.0,False
DJI_0009_18,umbrella,1,113.0,443.5,11.0,375.0,215.0,512.0,512.0,512.0,False
DJI_0312_18,container,1,363.0,398.0,350.0,384.0,376.0,412.0,512.0,512.0,False
G0024061_16,table,1,142.0,371.0,101.0,329.0,183.0,413.0,512.0,512.0,False
G0024061_16,chair,2,70.5,379.5,29.0,344.0,112.0,415.0,512.0,512.0,False
G0024061_16,chair,3,314.0,418.5,283.0,381.0,345.0,456.0,512.0,512.0,False
G0024061_16,toy,4,339.0,390.0,325.0,378.0,353.0,402.0,512.0,512.0,False
G0036491_3,hose,1,343.5,257.0,325.0,235.0,362.0,279.0,512.0,512.0,False
DJI_0030_8,trash bin,1,251.5,211.5,215.0,170.0,288.0,253.0,512.0,512.0,False
DJI_0030_8,container,2,239.0,258.5,204.0,226.0,274.0,291.0,512.0,512.0,False
G0036451_16,container,1,289.0,424.5,273.0,409.0,305.0,440.0,512.0,512.0,True
G0013831_3,tarp,1,51.0,65.0,2.0,38.0,100.0,92.0,512.0,512.0,False
G0013831_3,chair,2,24.0,172.5,1.0,132.0,47.0,213.0,512.0,512.0,False
DJI_0046_44,basketball,1,156.0,257.5,61.0,172.0,251.0,343.0,512.0,440.0,False
DJI_0029_13,container,1,344.0,324.0,313.0,296.0,375.0,352.0,512.0,512.0,False
DJI_0029_13,container,2,287.0,318.5,260.0,291.0,314.0,346.0,512.0,512.0,False
G0024059_19,gutter,1,166.5,327.5,120.0,315.0,213.0,340.0,512.0,464.0,False
G0024059_19,gutter,2,371.0,360.0,230.0,341.0,512.0,379.0,512.0,464.0,False
G0036461_14,pot,1,171.0,320.0,153.0,302.0,189.0,338.0,512.0,512.0,False
G0036461_14,pot,2,129.5,395.5,106.0,376.0,153.0,415.0,512.0,512.0,False
G0036461_14,container,3,343.0,283.5,330.0,272.0,356.0,295.0,512.0,512.0,False
G0036461_14,flower pot,4,221.5,475.0,183.0,439.0,260.0,511.0,512.0,512.0,False
G0024071_8,pool,1,315.5,147.5,163.0,1.0,468.0,294.0,512.0,512.0,False
G0024071_8,basketball,2,96.0,179.0,28.0,125.0,164.0,233.0,512.0,512.0,False
G0036427_6,trash bin,1,16.0,439.0,1.0,423.0,31.0,455.0,512.0,512.0,False
G0013845_8,porch,1,32.0,205.0,1.0,43.0,63.0,367.0,512.0,512.0,False
G0013876_17,clutter,1,384.5,69.5,329.0,9.0,440.0,130.0,440.0,512.0,False
G0013876_17,clutter,2,385.0,432.0,330.0,371.0,440.0,493.0,440.0,512.0,False
G0024037_13,trash bin,1,62.5,257.0,33.0,230.0,92.0,284.0,512.0,512.0,True
G0024037_13,container,2,359.5,448.0,347.0,433.0,372.0,463.0,512.0,512.0,True
G0024037_13,container,3,497.5,460.0,483.0,443.0,512.0,477.0,512.0,512.0,True
G0024068_11,container,1,80.5,368.5,55.0,342.0,106.0,395.0,440.0,512.0,False
G0024055_17,container,1,290.5,182.5,269.0,159.0,312.0,206.0,440.0,512.0,False
G0024070_15,toy,1,388.5,208.5,265.0,181.0,512.0,236.0,512.0,512.0,False
G0024070_15,kayak,2,389.5,209.0,269.0,180.0,510.0,238.0,512.0,512.0,False
G0013832_2,pool,1,328.0,209.0,150.0,1.0,506.0,417.0,512.0,512.0,False
G0013832_2,table,2,63.5,116.0,30.0,91.0,97.0,141.0,512.0,512.0,False
DJI_0007_14,hose,1,288.5,339.5,261.0,319.0,316.0,360.0,512.0,512.0,False
G0036450_23,container,1,177.0,39.5,157.0,18.0,197.0,61.0,440.0,464.0,True
G0013831_10,kayak,1,234.5,307.0,146.0,289.0,323.0,325.0,512.0,512.0,False
G0013831_10,kayak,2,236.5,331.5,163.0,311.0,310.0,352.0,512.0,512.0,False
G0013846_15,car,1,438.5,173.0,382.0,34.0,495.0,312.0,512.0,512.0,False
G0024051_0,container,1,411.5,132.0,400.0,121.0,423.0,143.0,512.0,512.0,False
G0024060_18,car,1,292.0,347.5,80.0,257.0,504.0,438.0,512.0,464.0,False
DJI_0035_13,clutter,1,208.5,388.0,185.0,358.0,232.0,418.0,512.0,512.0,False
DJI_0040_19,toy,1,97.0,234.0,85.0,221.0,109.0,247.0,512.0,512.0,False
G0024035_4,basketball,1,313.0,418.0,257.0,363.0,369.0,473.0,512.0,512.0,False
G0024035_4,container,2,237.5,274.5,230.0,268.0,245.0,281.0,512.0,512.0,False
